Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount
202501,Sim_5%,65,0.6572055592193375,124,157
202501,Sim_6%,65,0.6544082992424418,126,160
202501,Sim_7%,65,0.6508397834631537,137,173
202501,Sim_8%,65,0.6482054247283147,146,185
202501,Sim_9%,65,0.6451026001358696,159,197
202501,Sim_10%,65,0.6409241979541898,171,214
202501,Sim_11%,65,0.6381700175705453,181,234
202501,Sim_12%,65,0.6359466038869153,198,257
202501,Sim_13%,65,0.6340654288702737,205,266
202501,Sim_14%,65,0.6314538043241508,224,288
202501,Sim_15%,65,0.6292337319110537,229,293
202501,Sim_16%,65,0.6261504890806715,243,314
202501,Sim_17%,65,0.624885503681513,256,332
202501,Sim_18%,65,0.6229360421972283,270,346
202501,Sim_19%,65,0.6210562614602726,282,359
202501,Sim_20%,65,0.6195818592492821,293,373
202503,Sim_5%,66,0.6474865767405203,152,179
202503,Sim_6%,66,0.6451277235317279,168,199
202503,Sim_7%,66,0.6406228629291026,184,217
202503,Sim_8%,66,0.6372713501041347,202,237
202503,Sim_9%,66,0.6344672530262855,214,251
202503,Sim_10%,66,0.6313256053876962,226,266
202503,Sim_11%,66,0.6285380356576251,264,315
202503,Sim_12%,66,0.6256728945691686,281,339
202503,Sim_13%,66,0.6235917935748359,299,371
202503,Sim_14%,66,0.6204312635407148,319,405
202503,Sim_15%,66,0.6189696327988162,336,426
202503,Sim_16%,66,0.6173321702838946,347,438
202503,Sim_17%,66,0.6153112159807345,359,450
202503,Sim_18%,66,0.613219901839716,369,463
202503,Sim_19%,66,0.6105347679675414,385,482
202503,Sim_20%,66,0.6092138769720772,399,498
202505,Sim_5%,67,0.6620177046420085,129,162
202505,Sim_6%,67,0.6569676870976092,131,165
202505,Sim_7%,67,0.652465888361899,143,183
202505,Sim_8%,67,0.6500702257308884,150,191
202505,Sim_9%,67,0.647160819058113,157,200
202505,Sim_10%,67,0.6436010313195394,165,208
202505,Sim_11%,67,0.6411073399801691,178,229
202505,Sim_12%,67,0.637582398372168,186,245
202505,Sim_13%,67,0.6351794820143284,195,256
202505,Sim_14%,67,0.6337080587546075,209,272
202505,Sim_15%,67,0.6309900678584043,219,286
202505,Sim_16%,67,0.6286210793733032,229,299
202505,Sim_17%,67,0.6268692363251137,245,319
202505,Sim_18%,67,0.6254262716800483,259,333
202505,Sim_19%,67,0.6236576838713175,265,339
202505,Sim_20%,67,0.6219635726684277,276,355
202506,Sim_5%,68,0.6594422289420234,130,165
202506,Sim_6%,68,0.6542696610531347,141,184
202506,Sim_7%,68,0.649310767720484,152,195
202506,Sim_8%,68,0.6469654838242441,160,203
202506,Sim_9%,68,0.6442277472276247,173,221
202506,Sim_10%,68,0.6415048839289937,179,228
202506,Sim_11%,68,0.6379934070139467,193,250
202506,Sim_12%,68,0.6353854771366441,219,289
202506,Sim_13%,68,0.6329181051798459,242,314
202506,Sim_14%,68,0.6309178366919801,252,327
202506,Sim_15%,68,0.6282091207184353,264,342
202506,Sim_16%,68,0.6262197391285736,276,362
202506,Sim_17%,68,0.6239167620430189,294,385
202506,Sim_18%,68,0.6223308913528158,299,391
202506,Sim_19%,68,0.6205208981658952,313,405
202506,Sim_20%,68,0.6193642664779386,330,423
202507,Sim_5%,69,0.6674815439754453,117,152
202507,Sim_6%,69,0.6639432641285274,136,177
202507,Sim_7%,69,0.6598447363696922,146,186
202507,Sim_8%,69,0.6563730367511798,157,198
202507,Sim_9%,69,0.6534289076625329,163,206
202507,Sim_10%,69,0.650510448660685,169,212
202507,Sim_11%,69,0.6478906039375412,178,227
202507,Sim_12%,69,0.6440179793390186,184,233
202507,Sim_13%,69,0.6422197619345135,208,270
202507,Sim_14%,69,0.6405784621935403,228,291
202507,Sim_15%,69,0.638536081967247,254,324
202507,Sim_16%,69,0.6352192530777281,263,338
202507,Sim_17%,69,0.633041215910675,274,349
202507,Sim_18%,69,0.6315975668432762,281,356
202507,Sim_19%,69,0.629907384929352,292,369
202507,Sim_20%,69,0.628635915398324,308,386
